cidade;denominacao_do_bem_tombado;endereco;tipo;ano_de_tombamento
Santa Cruz de Minas;Imagem de São Sebastião;Igreja Matriz de São Sebastião - Praca São sebastião s/nº  Centro;BM;2017
Santa Cruz do Escalvado;Conjunto  Paisagístico da Pedra do Escalvado - 2,41 ha;Estrada que liga Santa Cruz do Escalvado a Rio Doce  entre o Córrego da Pedra do Escalvado e o Ribeirão do Escalvado;CP;2006
Santa Cruz do Escalvado;Cruzeiro de Santa Cruz;Limite de área urbana de Santa Cruz do Escalvado;BI;2008
Santa Cruz do Escalvado;Sino da Escola ex-Travessa Doutor Otávio Soares;Rua Doutor Otávio Soares nº 162 - Centro;BM;2009
Santa Fé de Minas;Conjunto Urbano e Paisagístico - Complexo Paisagístico do Lajedo - 27,3 ha;"a área conhecida como Lajedo, no leito principal do Ribeirão Santa Fé, desde a interseção com a Ponte José Domício até trecho nas proximidades de acesso passando pela Fazenda Cachoeira, propriedade de Glebson José Leite Junior, prefeito, por estrada ao fim da rua José Gomes Barbosa; inclui-se bancos de areia formados normais a processos de erosão ou transporte de sedimentos e banco de areia inserido  no local por ação da Prefeitura Municipal de Santa Fé de Minas";CP;2025
Santa Fé de Minas;Capela de São Sebastião;Avenida Belo Horizonte,s/nº, Centro;BI;2023
Santa Fé de Minas;Imagem Nossa Senhora. da Conceição;Não informado;BM;2013
Santa Juliana;Cachoeira do Peão - 6,9 ha;Leito do Ribeirão;CP;2025
Santa Juliana;Conjunto Urbano e Paisagístico da Praça Deputado Federal Caio nárcio Rodrigues - 0,18 ha;Está implantada entre as vias Rua Almeida Júnior à oeste, a Rua Professor Orestes à leste, a Rua Antônio Rezende à norte e a Praça Tristão da Cunha ao sul;CP;2025
Santa Juliana;Imagem de Nossa Senhora das Dores;Praça nilson Borges de Andrade, nº40;BM;2022
Santa Juliana;Edificação;Rua Professor Orestes, nº 408/414;BI;2021
Santa Luzia;Casa;Rua Direita, nº 101;BI;Não informado
Santa Luzia;Capela Santo Antônio;Rua Santo Antônio,s/nº, na Comunidade  Rural Ribeirão da Mata;BI;2023
Santa Luzia;Casa;Praça da Matriz de Santo Antônio;BI;Não informado
Santa Luzia;Mosteiro de Macaúbas;Não informado;BI;Não informado
Santa Luzia;Cemitério dos Escravos;Não informado;BI;2011
Santa Luzia;Teatro São Francisco;Não informado;BI;2012
Santa Luzia;Basílica de Santa Luzia do Rio das Velhas;Não informado;BI;Não informado
Santa Luzia;Mosteiro de Macaúbas;Não informado;BI;Não informado
Santa Luzia;Conjunto de 20 imagens tombadas isoladamente: Santa Luzia, Nossa Senhora da Conceição, Sagrado Coração de Jesus, Divino Espirito Santo, Menino Jesus, Anjo Gabriel, Nossa Senhora das Dores, São João de Deus, Nossa Senhora do Carmo, Nossa Senhora  do Rosário, Nossa Senhora das Dores da Igreja do Rosario, Nossa Senhora  da Soledade, Santa Luzia Grande, Nosso Senhor Morto, Senhor do Bonfim, São Francisco, São José, São João Batista, Senhor dos Passos,Nossa Senhora do Carmo da Matriz;Não informado;BM;2007
Santa Luzia;Imagem de Nossa Senhora  de Lourdes;Não informado;BM;2011
Santa Luzia;Conjunto Arquitetônico Casa Paroquial e Igreja Nossa Senhora  do Rosário – Pinhões - 0,4997 ha;Não informado;CP;2012
Santa Luzia;Núcleo Histórico de Santa Luiza - 350 unidades;Não informado;NH;2001
Santa Luzia;Mosteiro de Macaúbas;Não informado;CP;Não informado
Santa Margarida;Imagem de Santa Margarida;Praça Conego Arnaldo - Centro;BM;2012
Santa Maria do Suaçuí;Imagem de Santa Maria Eterna - Praça José Sena Lima nº 88;Casa Paroquial - Praça José Sena Lima nº 88 - Centro;BM;2003
Santa Maria do Suaçuí;Igreja Santa Maria Eterna;Praça José Sena Lima s/nº - Centro;BI;2003
Santa Maria do Suaçuí;Lagoa do Vapabusul - 120 ha;Zona  Rural à 53Km do Distrito Sede e 11Km do Distrito Poaia, na estrada vicinal em direção à Governador Valadares;CP;2019
Santa Rita de Ibitipoca;Igreja Matriz de Santa Rita de Cássia;Praça Joaquim Ribeiro de Paula, s/nº - Centro;BI;2023
Santa Rita de Ibitipoca;Serra do Ibitipoca;Não informado;CP;Não informado
Santa Rita de Jacutinga;Conjunto Arquitetônico Urbanístico da Praça Governador Valadares e Adjacências - > 2 ha;Praça Governador Valadares e Adjacências;CP;2004
Santa Rita de Jacutinga;Conjunto Arqutitetônico da Fazenda Santa Clara - 76 22 ha;Não informado;CP;Não informado
Santa Rita de Minas;Conjunto Paisagístico da Praça MonsenhorAristides Marques Rocha - 0,409 ha;Não informado;CP;2012
Santa Rita de Minas;Monumento Leopardo da Vila;Prança José Ferreira Costa - Centro;BI;2010
Santa Rita do Sapucaí;Praça Doutor Delfim Moreira - 0,26 ha;Praça Doutor Delfim Moreira;CP;2018
Santa Rita do Sapucaí;Praça Santa Rita - 1,26 ha;Praça Santa Rita;CP;2018
Santa Rita do Sapucaí;Fórum Doutora Arlete Telles Pereira;Praca Santa Rita, nº82 - Centro;BI;2017
Santa Rita do Sapucaí;Associação Santaritense José do Patrocínio;Rua Coronel Joaquim Inácio nº80 - Centro;BI;2018
Santa Rita do Sapucaí;Cine Teatro Santa Rita do Sapucaí;Rua Pedro Moreira Costa nº5;BI;2013
Santa Rita do Sapucaí;Imagem de Santa Rita de Cássia;Não informado;BM;2012
Santa Vitória;Serra do Tatu - 4.905,39 ha;Zona Rural;CP;2025
Santa Vitória;Capela Nossa Senhora Aparecida;Não informado;BI;2011
Santa Vitória;Igreja Matriz de Nossa Senhora das Vitórias ou Santa Vitória;Não informado;BI;2004
Santa Vitória;Imagem de Nossa Senhora das Vitórias;Não informado;BM;2004
Santana da Vargem;Passinho;Capela da Décima Estação da Via Sacra - Rua Luís Furtado de Abreus/nº;BI;2025
Santana da Vargem;Praça Teomara Maise Corrêa - 3 ha;Praça Teomara Maise Corrêa, Centro;CP;2024
Santana da Vargem;Passinho;Capela da primeira Estação da Via Sacra - Rua Domingos Viera de Lima, s/nº, Centro;BI;2024
Santana da Vargem;Monumento de Sant'Ana;Trevo de Santana da Vargem/MG,  BR 265 Km 411;BM;2022
Santana de Cataguases;Capela São Francisco de Chagas;Bairro São Francisco;BI;2003
Santana de Cataguases;Fazenda da Fumaça;Fazenda da Fumaça - Comunidade Fumaça;BI;2012
Santana de Cataguases;Conjunto Paisagístico Cachoeira da Fumaça;Fazenda da Fumaça - Comunidade Fumaça;CP;2007
Santana de Cataguases;Adro da Igreja Matriz;Praça Agostinho Alves de Araújo;BI;2012
Santana de Cataguases;Prefeitura Municipal;Praça Agostinho Alves de Araújo;BI;2004
Santana de Cataguases;Imagem Nossa Senhora Santana;Praça Agostinho Alves de Araújo;BM;2003
Santana de Cataguases;Chacara Santa Cruz;Praça Prefeito João Remigio,s/nº;BI;2004
Santana de Cataguases;Estação Ferroviária;Praça Prefeito João Remigio,s/nº;BI;2004
Santana do Deserto;Biblioteca Pública Municipal;Não informado;BI;2024
Santana do Deserto;Acervo Documental da Câmara;Não informado;BM;2011
Santana do Garambéu;Capela de São Francisco de Assis;Praça Evaristo de Souza, s/nº;BI;2022
Santana do Jacaré;Imagem Nossa Senhora do Rosário;Altar-mor da Igreja Nossa Senhora do Rosário;BM;2003
Santana do Jacaré;Prédio da Prefeitura Municipal de Santana do Jacaré;Avenida Pradre Nagib Gibran, nº70;BI;2022
Santana do Jacaré;Praça João Alves Duca - 0,404 ha;Centro;CP;2007
Santana do Jacaré;Praça Saturnino Cardoso - 0,43 ha;Centro;CP;2007
Santana do Jacaré;Imagem Nossa Senhora do Carmo;Igreja de Nossa Senhora do Carmo;BM;2003
Santana do Jacaré;Clube Recreativo Santanense;Praça João Alves Duca - Centro;BI;2020
Santana do Jacaré;Igreja Nossa Senhora do Rosário;Praça João Alves Duca,s/nº - Centro;BI;2003
Santana do Jacaré;"Imagem Santana Mestra; Imagem Sant’ana Mestra";Praça Saturnino Cardoso - Centro;BM;2023
Santana do Manhuaçu;Imagem Sacra de Sant'Ana;Igreja Matriz de Santana - Praça Intendente José Rodrigues Pires;BM;2013
Santana do Paraíso;Árvore da Gameleira;Não informado;BI;2001
Santana do Paraíso;Casarão do Ipaba;Não informado;BI;2001
Santana do Riacho;Monumento Juquinha;Distrito Serra do Cipó;BM;2024
Santana do Riacho;Conjunto Paisagístico Trilha dos Escravos - 2,5 ha;MG 110  altura do Camping Véu da Noiva;CP;2011
Santana do Riacho;Ponte Usina Pacífico Mascarenhas;Não informado;BI;2024
Santana dos Montes;Fazenda do Tanque;Área  Rural da região do Tanque;BI;2004
Santana dos Montes;Imagem de Santana Mestra;Igreja Matriz;BM;2003
Santana dos Montes;Fazenda do Caititu;Microrregião da Serra da Paciência;BI;2004
Santana dos Montes;Fazenda Paciência;Microrregião da Serra da Paciência;BI;2004
Santana dos Montes;Igreja Matriz de Santana;Praça Aristides de Arújo Teixeira,s/nº;BI;2003
Santana dos Montes;Fazenda Antônio Quirino;Praça Oscar Teixeira, nº11;BI;2004
Santana dos Montes;Fazenda São Pedro;Região de São Pedro - Morro do Chaopéu;BI;2004
Santana dos Montes;Fazenda da Posse;Não informado;BI;Não informado
Santana dos Montes;Fazenda Fonte Limpa;Não informado;BI;Não informado
Santana dos Montes;Núcleo Histórico Urbano - 87 unidades;Não informado;NH;2004
Santo Antônio do Amparo;Conjunto Urbano: Praças do Santuário de Santo Antônio de Pádua - 0,74 ha;Praça Governador Valadares e a Praça Joaquim Ferreira Aguiar, delimitadas a oeste pela Rua Antero Aguiar, a norte pela Rua Pedro Ferreira Paiva, e a sul pela rua R. Alcindo Cambraia. Estas duas últimas ruas se unem a Leste para formar a Avenida Santo;CP;2025
Santo Antônio do Amparo;Casa da Cultura Antônio Carlos de Carvalho;Praça Joaquim Ferreria de Aguiar, 62 - Centro;BI;2004
Santo Antônio do Amparo;Imagem de Santo Antônio de Pádua;Santuário de Santo Anto. de Pádua - Praça Governador Valadares;BM;2008
Santo Antônio do Grama;Antigo Cine Gramense;Praça Francisco Luiz Pinto Moreira, nº45;BI;2008
Santo Antônio do Grama;Acervo Cartográfico do Município;Rua Padre João Coutinho, nº121;BM;2008
Santo Antônio do Grama;Conjunto Paisagístico da Mata da Dona Zina - 28,77 ha;Zona  Rural;CP;2008
Santo Antônio do Itambé;Pico do Itambé;Não informado;CP;Não informado
Santo Antônio do Monte;Muro do Cemitério Municipal São Miguel;Praça Santo Antônio,nº 59 - Centro;BI;2025
Santo Antônio do Monte;Acervo do Legislativo e do Executivo;Avenida Amâncio Bernardes, nº 814;BM;2009
Santo Antônio do Monte;Casa Magalhães Pinto;Avenida Amâncio Bernardes, nº814;BI;2007
Santo Antônio do Monte;Escola Municipal Amâncio Bernardes;Praça Getúlio Vargas, nº154, Centro;BI;2024
Santo Antônio do Monte;Conjunto Paisagístico Pedreira - 3,9 ha;Rodovia MG 164 - Km 682;CP;2010
Santo Antônio do Monte;Escola Municipal Waldomiro Magalhães Pinto;Rua Doutor Argemiro Itajubá, nº 179, Chacara;BI;2024
Santo Antônio do Monte;Casarão Monsenhor Otaviano;Rua Vigário Alexandrino, nº126;BI;2008
Santo Antônio do Retiro;Sítio Pedra Grande;Não informado;BI;2003
Santo Antônio do Retiro;Sítio Pedreiras II;Não informado;BI;2003
Santo Antônio do Retiro;Sítio Pedreiras III;Não informado;BI;2003
Santo Antônio do Retiro;Sítio Pedreiras IV;Não informado;BI;2003
Santo Antônio do Retiro;Imagem de Santo Antônio;Não informado;BM;2004
Santo Antônio do Retiro;Sítio do Pau D Arco IV;Não informado;CP;2004
Santo Antônio do Retiro;Sítio do Pau D Arco IX;Não informado;CP;2004
Santo Antônio do Retiro;Sítio do Pau D Arco VI;Não informado;CP;2004
Santo Antônio do Retiro;Sítio do Pau D Arco X;Não informado;CP;2004
Santos Dumont;Colégio Pio X;Vila Leonidia - Avenida Afonso Pena, nº 164;BI;2008
Santos Dumont;Monumento da Torre Eiffel e Dirigível nº 6;Avenida Getúlio Vargas esquina com Rua José Maria Pitela;BI;2008
Santos Dumont;Antigo Clube Palmeirense;Avenida Getúlio Vargas nº231;BI;2008
Santos Dumont;Prefeitura Municipal e Câmara Municipal;Avenida Getúlio Vargas nº563;BI;2008
Santos Dumont;Prédio da CEMIG;Avenida Getúlio Vargas,s/nº;BI;2008
Santos Dumont;Fachadas da Escola Estadual Vieira Marques;Avenida Rui Barbosa, nº221;BI;2008
Santos Dumont;Pontilhão com três arcos - Pontilhão Vasconcelos;Entre o Bairro Santo Antônio e o Povoado de Recenvindo;BI;2008
Santos Dumont;Pontilhão Sérgio Macedo;Estrada para o Distrito de São João da Serra;BI;2008
Santos Dumont;Estátua de Getúlio Vargas;Praça Cesário Alvim;BI;2010
Santos Dumont;Prédio da Estação Central;Rua Benedito Valadares;BI;2008
Santos Dumont;Busto do Governador Bias Fortes;Não informado;BI;2007
Santos Dumont;Caixa d'Água de Recevindo;Não informado;BI;2003
Santos Dumont;Estação da Mantiqueira;Não informado;BI;2008
Santos Dumont;Monumento a Santos Dumont;Não informado;BI;2010
Santos Dumont;Busto de Alberto Santos Dumont;Não informado;BM;2005
Santos Dumont;Guindaste a vapor;Não informado;BM;2003
Santos Dumont;Imagem de São Miguel da Matriz de São Miguel e Almas;Não informado;BM;2003
Santos Dumont;Locomotiva - MK-370 Zezé Leoni;Não informado;BM;2001
Santos Dumont;Parque Cabangu e respectivo acervo;Não informado;CP;Não informado
Santos Dumont;Museu – Casa Cabangu - Casa onde nasceu Santos Dumont;Rodovia 499 – km 16, Distrito de Mantiqueira;BI;2001
São Bento Abade;Conjunto Paisagístico da Nascente do Córrego Santa Cruz - Mina da Taça - 0,52 ha;Avenida Miguel Nassar - Centro;CP;2025
São Bento Abade;Centro de Eventos e Parque Córrego da Serrinha - 3,22 ha;Rua Odilon Gadben dos Santos s/nº;CP;2025
São Bento Abade;Sinos da Igreja Matriz de São Bento;Praça Monselhor Lefort ,s/nºº;BM;2010
São Bento Abade;Figueira do Tira Couro;Rodovia MG 862 - Fazenda Harmonia;BI;2012
São Brás do Suaçuí;Casa da Anastácia;Avenida Doutor Aprígio de Oliveira, nº 449;BI;2012
São Brás do Suaçuí;Passo do Encontro Doloroso - Via Sacra;Avenida Doutor Aprígio Ribeiro de Oliveira ,nº335;BI;2012
São Brás do Suaçuí;Imagem de São Miguel da Igreja Matriz de São Brás;Avenida Doutor Aprígio Ribeiro de Oliveira s/nº - Igreja Matriz de São Brás;BM;2000
São Brás do Suaçuí;Igreja Matriz de São Brás;Avenida Doutor Aprígio Ribeiro de Oliveira, s/nº;BI;2001
São Brás do Suaçuí;Capela de São João Batista - Capela Senhor dos Passos;Praça Ministro Olavo Drumond,s/nº;BI;2012
São Brás do Suaçuí;Cruzeiro dos Martírios;Rodovia MG 383 - Distrito de Capelão;BI;2012
São Brás do Suaçuí;Casarão Dona Negrinha;Não informado;BI;2012
São Brás do Suaçuí;Área de Preservação Permanente Oswaldo Marques Gontijo: Pedreira e Córrego Manoel de Andrade - 2,54 ha;APP;CP;2001
São Brás do Suaçuí;Caminho Velho - Estrada Real;Não informado;CP;2005
São Domingos do Prata;Imagem de São Domingos Gusmão;Praça José Marques Vasconcelos s/nº - Igreja Matriz de São Domingos;BM;2004
São Domingos do Prata;Igreja Nossa Senhora do Rosário;Rua  Leandro Domingues Gomes, nº 178;BI;2004
São Félix de Minas;Primeira Bomba de gasolina do município;Praça dos Agricultores - Centro;BM;2022
São Francisco;Imagem de São Félix;Avenida Montes Claros,  nº325;BM;2013
São Francisco;Monumento do Cruzeiro da Matriz de São José;Avenida Presidente Dutra,s/nº;BI;2005
São Francisco de Paula;Imagem de Santana com Nossa Senhora Menina;Igreja Matriz de São Francisco de Paula - Praça Sebastião Assis Aguiar - Centro;BM;2004
São Francisco de Paula;Coreto da Praça Gabriel Passos;Praça Gabriel Passos - Centro;BI;2005
São Francisco de Paula;Igreja Nossa  Senhora do Rosário;Praça Gabriel Passos - Centro;BI;2005
São Francisco de Paula;Praça Gabriel Passos, do Coreto-0,85 ha;Praça Gabriel Passos - Centro;CP;2005
São Francisco de Paula;Escola Estadual Mário Campos;Praça Gabriel Passos, nº 242 - Centro;BI;2004
São Francisco de Paula;Praça Pedro Severino Aguiar - 1,48 ha;Praça Pedro Severino Aguiar  - Centro;CP;2004
São Francisco de Paula;Passinho ao lado do nº 526;Nossa Senhora  das Dores - Praça Pedro Severino Aguiar ao lado do nº 300, esquina com Rua Primeiro de Março - Centro;BI;2005
São Francisco de Paula;Passinho entre o nº 460 e nº 472 - Nossa Senhora da Soledade;Praça Pedro Severino Aguiar ao lado do nº 460 e 472, esquina com Rua Primeiro de Março - Centro;BI;2005
São Francisco de Paula;Prefeitura Municipal;Praça Pedro Severino Aguiar,  nº 100 - Centro;BI;2005
São Francisco de Paula;Casa Paroquial;Praça Pedro Severino de Aguiar, nº162 - Centro;BI;2004
São Francisco de Paula;Igreja Matriz de São Francisco de Paula;Praça Sebastião Assis Aguiar - Centro;BI;2004
São Francisco de Paula;Passinho entre nº 18 e nº 36;Praça Sebastião Assis Aguiar entre nº 18 e nº 36 - Centro;BI;2005
São Francisco de Paula;Passinho ao lado do nº 596 - Nossa Senhora  da Piedade;Praça Severino Aguiar, nº 596;BI;2005
São Francisco de Paula;Capela Nossa Senhora Aparecida;Rua Nova, s/nº - Bairro Nossa Senhora Aparecida;BI;2004
São Francisco de Paula;Capela de São Sebastião - Bem demolido em 2013;Não informado;BI;2004
São Francisco do Glória;Conjunto  Paisagístico Cachoeira de Bicuíba - 2,4 ha;Rodovia BR 116, Km 657;CP;2009
São Francisco do Glória;Acervo de Documentos do Arquitetônico da Prefeitura de São Francisco do Gloria. Livros de Leis  Portarias  Decretos e Termos de Posse;Rua Virgílio Pedrosa;BM;2007
São Geraldo;Conjunto Paisagístico da Serra do Mirante - 12,932 ha;Zona Rural, Avenida Prefeito João Vicente Ferreira Filho;CP;2024
São Geraldo;Busto de Doutor Osvaldo de Oliveira Duarte;Praça dos Ferroviários;BM;2008
São Geraldo;Estação Ferroviária;Não informado;BI;2007
São Geraldo do Baixio;Conjunto Natural e Paisagístico da Pedra Amarela;Não informado;CP;2011
São Gonçalo do Abaeté;Capela de Nossa Senhora  de Imaculada Conceição e São Sebastião;Vilarejo dos Canoeiros;BI;2003
São Gonçalo do Abaeté;Cachoeira Curral das Éguas;Não informado;CP;2003
São Gonçalo do Abaeté;Cachoeira de Paina;Não informado;CP;2003
São Gonçalo do Abaeté;Cachoeira do Frade;Vilarejo dos Canoeiros;CP;2003
São Gonçalo do Abaeté;Cachoeira do Grumixá;Vilarejo dos Canoeiros;CP;2003
São Gonçalo do Abaeté;Cachoeira Ponte de Pedra;Não informado;CP;2003
São Gonçalo do Pará;Cruzeiro do Bonfim;Não informado;BI;2007
São Gonçalo do Pará;Matriz de São Gonçalo;Não informado;BI;2007
São Gonçalo do Rio Abaixo;Conjunto Natural Paisagístico e Arqueologico da Fazenda da Demanda - 0,4 ha;Fazenda da Demanda - Area Rural;CP;2006
São Gonçalo do Rio Abaixo;Igraja Matriz de São Gonçalo do Amarante;Praça da Matrizs/nº - Centro;BI;2010
São Gonçalo do Rio Abaixo;Imagem de Nossa Senhora do Rosário;Igreja  de Nossa Senhora  do Rosário - Rua Augusto Pessoa s/nº - Praça 1º de março;BM;2005
São Gonçalo do Rio Abaixo;Fazenda Brejaúba;Rodovia MG 434 Km 12 - localidade de São Sebastião da Vargem Alegre;BI;2007
São Gonçalo do Rio Abaixo;Centro Pastoral;Rua  Augusto Pessoa, nº 151 - Centro;BI;2011
São Gonçalo do Rio Abaixo;Igreja Nossa Senhora  do Rosário;Rua Augusto Pessoa s/nº - Praça 1º de Março - Bairro Boa Viagem;BI;2007
São Gonçalo do Rio Abaixo;Casa Para Todos;Rua Januária, nº 22 - Centro;BI;2019
São Gonçalo do Rio Abaixo;Igreja Santa Efigênia;Rua Santa Efigênia s/nº - Bairro Santa Efigênia;BI;2010
São Gonçalo do Rio Abaixo;Capela de São Sebastião;Vargem Alegre - Zona Rural;BI;2011
São Gonçalo do Rio Preto;Imagem de Nossa Senhora  do Rosário;Não informado;BM;2011
São Gonçalo do Sapucaí;Ponte Pensil Afonso Pena - 18.004 metros;Liga São Gonçalo do Sapucaí ao município de Turvolândia;BI;2025
São Gonçalo do Sapucaí;Casa da Cultura Pedro Mattar Filho;Praça  Bárbara Heliodora nº 73;BI;2014
